"strangleslogid","eventdate","submittingvet_prim","nuts3gid","breedgen","sexgen","premesiscategory","age","submittinglab_prim","result"
1528,2017-01-05,94,1217,"Sports horses","unreported","commercial",5,1,"culture and qPCR"
385,2019-07-29,117,1269,"undefined","female","undefined",9,5,"qPCR"
1586,2017-03-06,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
312,2019-04-12,132,1192,"undefined","male","undefined",15,1,"qPCR"
175,2018-10-10,129,1447,"UK native horse breeds","female","undefined",3,1,"culture and qPCR"
604,2015-02-03,345,1259,"undefined","unreported","undefined",NA,1,"qPCR"
648,2015-02-27,18,1456,"undefined","unreported","commercial",NA,1,"culture and qPCR"
1298,2016-05-03,704,1454,"UK native horse breeds","unreported","undefined",7,1,"qPCR"
166,2018-09-12,5,1447,"undefined","male","undefined",NA,1,"qPCR"
49,2018-04-23,24,1260,"Non UK native horses","female","other",6,1,"culture and qPCR"
1434,2016-09-21,101,1196,"Sports horses","female","other",6,1,"culture and qPCR"
1067,2015-11-30,470,1519,"UK native pony breeds","male","commercial",0.5,1,"qPCR"
248,2019-01-14,114,1218,"Sports horses","female","undefined",10,1,"qPCR"
896,2015-07-30,845,1440,"Sports horses","male","undefined",NA,1,"culture and qPCR"
1535,2017-01-10,721,1218,"Sports horses","unreported","commercial",1,1,"culture"
1095,2015-12-16,1117,1472,"undefined","unreported","undefined",6,1,"culture and qPCR"
119,2018-06-19,53,1285,"undefined","unreported","private",NA,1,"qPCR"
426,2019-09-09,156,1311,"crossbreeds","female","undefined",6,3,"culture and qPCR"
893,2015-07-27,48,1449,"undefined","unreported","undefined",NA,1,"qPCR"
1360,2016-06-21,43,1442,"UK native horse breeds","female","undefined",NA,1,"culture and qPCR"
1439,2016-09-23,79,1449,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1482,2016-11-10,5,1447,"undefined","male","commercial",14,1,"qPCR"
605,2015-08-28,1115,1522,"Sports horses","unreported","commercial",7,1,"qPCR"
1258,2016-04-04,159,1380,"Sports horses","male","other",2,1,"culture and qPCR"
155,2018-08-15,96,1380,"undefined","unreported","commercial",NA,1,"qPCR"
132,2018-07-12,39,1240,"undefined","female","undefined",24,1,"qPCR"
1459,2016-10-07,1108,1284,"crossbreeds","male","commercial",5,1,"qPCR"
1374,2016-07-01,475,1490,"UK native horse breeds","male","commercial",4,1,"qPCR"
1427,2016-08-30,823,1470,"undefined","male","commercial",NA,1,"culture and qPCR"
650,2015-03-27,90,1453,"UK native pony breeds","female","commercial",8,1,"qPCR"
1289,2016-04-25,42,1284,"undefined","unreported","commercial",7,1,"qPCR"
276,2019-02-19,92,1285,"crossbreeds","female","undefined",7,1,"culture"
1302,2016-05-09,46,1301,"UK native horse breeds","male","commercial",6,1,"qPCR"
20,2018-12-17,133,1499,"crossbreeds","unreported","other",10,1,"qPCR"
1435,2016-09-21,2,1262,"crossbreeds","male","private",1,1,"qPCR"
23,2019-01-08,10,1212,"UK native pony breeds","male","undefined",7,4,"culture"
1516,2016-12-15,85,1499,"crossbreeds","male","commercial",1,1,"qPCR"
1463,2016-10-14,843,1218,"UK native horse breeds","female","other",10,1,"culture and qPCR"
476,2019-11-18,188,1216,"UK native pony breeds","unreported","undefined",0.5,1,"qPCR"
1775,2018-03-26,505,1269,"Non UK native horses","male","undefined",12.08,1,"culture and qPCR"
22,2019-02-18,130,1447,"Sports horses","unreported","undefined",11.08,1,"culture and qPCR"
201,2018-11-26,157,1380,"UK native horse breeds","female","undefined",6,4,"culture and qPCR"
552,2015-01-12,591,1297,"UK native horse breeds","male","undefined",0.5,1,"qPCR"
3,2018-08-17,98,1440,"UK native horse breeds","female","undefined",4.5,1,"culture and qPCR"
975,2015-09-28,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
1456,2016-10-04,71,1244,"Sports horses","female","undefined",5,1,"culture and qPCR"
752,2015-05-01,1121,1447,"UK native horse breeds","male","undefined",7,1,"culture"
908,2015-08-06,187,1190,"undefined","male","private",5,1,"qPCR"
313,2019-04-15,131,1436,"Sports horses","male","commercial",NA,1,"qPCR"
369,2019-07-12,66,1218,"UK native pony breeds","female","undefined",10,4,"culture and qPCR"
1492,2016-11-21,799,1428,"UK native pony breeds","female","other",NA,1,"culture"
783,2015-05-27,175,1428,"crossbreeds","female","commercial",6,1,"culture and qPCR"
1180,2016-02-05,124,1260,"undefined","male","undefined",31,1,"qPCR"
1190,2016-02-13,65,1238,"UK native horse breeds","unreported","commercial",NA,1,"culture"
900,2015-08-04,6,1242,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1724,2018-01-25,591,1297,"undefined","unreported","undefined",NA,1,"qPCR"
282,2019-02-28,139,1187,"undefined","male","private",2,1,"qPCR"
244,2019-01-12,43,1442,"undefined","male","undefined",4,1,"culture and qPCR"
744,2015-04-29,486,1436,"UK native horse breeds","male","undefined",11,1,"culture and qPCR"
170,2018-09-25,139,1187,"Sports horses","female","undefined",5,1,"qPCR"
1198,2016-02-22,135,1424,"undefined","male","commercial",2,1,"qPCR"
280,2019-02-25,16,1385,"undefined","female","undefined",NA,4,"culture and qPCR"
76,2019-02-28,117,1269,"Sports horses","male","undefined",16,5,"culture and qPCR"
768,2015-05-12,42,1284,"undefined","unreported","undefined",NA,1,"qPCR"
698,2015-04-01,4,1490,"undefined","female","commercial",10,1,"qPCR"
1672,2017-09-04,335,1508,"UK native pony breeds","female","commercial",NA,1,"qPCR"
1864,2019-08-01,149,1465,"UK native pony breeds","female","undefined",12,1,"qPCR"
168,2018-09-19,114,1218,"UK native pony breeds","male","undefined",6,1,"qPCR"
1186,2016-02-10,1124,1458,"UK native horse breeds","female","commercial",7,1,"qPCR"
1655,2017-07-03,810,1495,"UK native pony breeds","male","private",3,1,"qPCR"
782,2015-05-26,591,1297,"UK native pony breeds","female","undefined",4,1,"culture and qPCR"
1000,2015-12-07,4,1490,"undefined","unreported","commercial",NA,1,"qPCR"
1143,2016-01-15,1115,1522,"UK native pony breeds","female","commercial",NA,1,"qPCR"
881,2015-07-21,36,1449,"undefined","unreported","undefined",NA,1,"qPCR"
1615,2017-05-03,645,1516,"UK native pony breeds","unreported","undefined",5,1,"culture and qPCR"
1033,2015-10-19,254,1442,"Sports horses","male","undefined",9,1,"qPCR"
1049,2015-11-10,470,1519,"crossbreeds","male","undefined",5,1,"qPCR"
1747,2018-02-24,114,1218,"undefined","unreported","undefined",NA,1,"qPCR"
923,2015-08-19,159,1380,"undefined","unreported","undefined",NA,1,"culture"
633,2015-02-23,1111,1450,"UK native pony breeds","unreported","undefined",12,1,"culture and qPCR"
1639,2017-05-18,757,1428,"undefined","female","undefined",NA,1,"culture"
909,2015-08-10,74,1260,"Sports horses","female","undefined",NA,1,"qPCR"
1283,2016-04-18,793,1269,"Sports horses","female","undefined",12,1,"qPCR"
296,2019-03-15,34,1466,"Non UK native horses","male","other",27,1,"culture and qPCR"
150,2018-07-27,149,1465,"undefined","unreported","commercial",NA,1,"qPCR"
1329,2016-06-04,13,1317,"UK native pony breeds","female","commercial",11,1,"culture"
576,2015-01-22,104,1212,"undefined","male","commercial",NA,1,"culture and qPCR"
1290,2016-04-25,96,1380,"Sports horses","male","undefined",3,1,"culture and qPCR"
1406,2016-08-17,36,1449,"UK native horse breeds","male","commercial",4,1,"qPCR"
1244,2016-03-22,156,1311,"Sports horses","male","undefined",6,1,"qPCR"
226,2018-12-27,114,1218,"undefined","male","undefined",14,1,"qPCR"
1068,2015-11-30,58,1508,"UK native horse breeds","male","commercial",4,1,"culture and qPCR"
1444,2016-09-19,20,1294,"undefined","unreported","undefined",NA,1,"qPCR"
400,2019-08-19,164,1523,"UK native horse breeds","unreported","other",18,1,"culture and qPCR"
1020,2015-10-08,823,1470,"undefined","female","undefined",NA,1,"qPCR"
709,2015-04-09,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
626,2015-02-20,90,1453,"undefined","female","commercial",6,1,"qPCR"
583,2015-01-27,140,1292,"undefined","unreported","undefined",NA,1,"qPCR"
101,2018-05-01,20,1294,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1323,2016-05-31,94,1217,"crossbreeds","female","undefined",20,1,"culture and qPCR"
700,2015-03-31,54,1259,"undefined","male","undefined",5,1,"qPCR"
353,2019-06-19,116,1466,"undefined","unreported","undefined",NA,1,"culture"
1648,2017-06-21,862,1501,"Sports horses","male","commercial",12,1,"qPCR"
1761,2018-03-07,2,1262,"crossbreeds","female","commercial",4,1,"qPCR"
1245,2016-03-23,181,1237,"Sports horses","female","undefined",NA,1,"culture and qPCR"
894,2015-07-28,845,1440,"Sports horses","female","undefined",4,1,"culture and qPCR"
761,2015-05-07,57,1218,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1231,2016-03-16,346,1462,"undefined","unreported","undefined",NA,1,"culture and qPCR"
413,2019-08-27,119,1473,"UK native horse breeds","male","commercial",11,1,"qPCR"
269,2019-02-11,16,1385,"crossbreeds","female","undefined",12,4,"culture and qPCR"
1210,2016-02-25,246,1436,"UK native pony breeds","female","commercial",5,1,"qPCR"
181,2018-10-24,142,1219,"Sports horses","female","undefined",18,5,"culture"
795,2015-06-05,346,1462,"undefined","unreported","commercial",NA,1,"qPCR"
11,2018-09-08,55,1301,"UK native pony breeds","female","undefined",24,5,"culture and qPCR"
1616,2017-05-05,67,1267,"undefined","male","undefined",NA,1,"culture"
1499,2016-11-28,102,1503,"Sports horses","male","undefined",9,1,"qPCR"
1730,2018-01-23,231,1495,"undefined","male","undefined",NA,1,"qPCR"
1093,2015-12-15,63,1481,"undefined","unreported","undefined",3,1,"qPCR"
724,2015-04-15,115,1219,"Non UK native horses","female","undefined",6,1,"culture and qPCR"
1054,2015-11-16,37,1190,"Sports horses","unreported","other",17,1,"culture and qPCR"
1379,2016-07-11,37,1190,"undefined","unreported","undefined",5,1,"qPCR"
263,2019-01-29,30,1385,"UK native pony breeds","male","undefined",NA,4,"qPCR"
657,2015-03-03,818,1284,"undefined","male","undefined",6,1,"culture and qPCR"
1744,2018-02-21,111,1490,"UK native horse breeds","male","undefined",12,1,"culture and qPCR"
1704,2017-11-20,86,1481,"undefined","unreported","undefined",NA,1,"qPCR"
50,2019-04-11,143,1190,"undefined","female","commercial",9.75,1,"qPCR"
265,2019-01-31,40,1436,"undefined","unreported","undefined",NA,1,"qPCR"
694,2015-03-30,28,1292,"UK native pony breeds","male","undefined",7,1,"culture and qPCR"
1470,2016-10-19,6,1242,"undefined","female","undefined",NA,1,"culture"
1310,2016-05-23,704,1454,"UK native horse breeds","male","undefined",7,1,"culture and qPCR"
1119,2015-12-14,125,1212,"Sports horses","female","commercial",10,1,"qPCR"
577,2015-01-23,45,1188,"UK native pony breeds","male","private",5,1,"culture and qPCR"
1666,2017-08-02,137,1478,"undefined","female","undefined",6,1,"qPCR"
1050,2015-11-12,1127,1216,"undefined","unreported","undefined",NA,1,"qPCR"
1596,2017-03-22,93,1520,"UK native pony breeds","unreported","undefined",NA,1,"culture and qPCR"
417,2019-08-27,145,1282,"undefined","unreported","commercial",6,1,"qPCR"
458,2019-10-14,73,1463,"UK native pony breeds","female","undefined",22,1,"culture and qPCR"
1390,2016-07-25,36,1449,"undefined","female","commercial",21,1,"qPCR"
1051,2015-11-12,369,1451,"UK native pony breeds","female","undefined",9,1,"culture and qPCR"
199,2018-11-22,121,1269,"undefined","unreported","undefined",NA,1,"culture and qPCR"
645,2015-02-26,116,1466,"UK native horse breeds","unreported","undefined",NA,1,"culture and qPCR"
968,2015-09-18,5,1447,"undefined","unreported","undefined",NA,1,"qPCR"
1188,2016-02-11,268,1429,"crossbreeds","female","undefined",8,1,"qPCR"
1711,2017-12-14,231,1495,"crossbreeds","male","commercial",10,1,"culture and qPCR"
1334,2016-06-10,131,1436,"undefined","unreported","undefined",NA,1,"qPCR"
891,2015-07-23,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
856,2015-07-10,970,1485,"UK native pony breeds","unreported","undefined",NA,1,"qPCR"
1179,2016-02-05,5,1447,"undefined","male","commercial",3,1,"qPCR"
422,2019-09-07,167,1449,"Sports horses","female","undefined",12,4,"qPCR"
1571,2017-02-13,83,1470,"UK native horse breeds","female","undefined",8,1,"qPCR"
1378,2016-07-11,823,1470,"crossbreeds","male","commercial",19,1,"culture and qPCR"
550,2015-01-09,81,1385,"UK native pony breeds","female","commercial",5,1,"culture and qPCR"
467,2019-10-21,115,1219,"UK native horse breeds","female","undefined",NA,5,"qPCR"
1645,2017-06-01,1119,1525,"UK native pony breeds","female","other",19.16,1,"culture and qPCR"
261,2019-01-25,28,1292,"Sports horses","male","commercial",NA,1,"culture and qPCR"
392,2019-08-12,114,1218,"Sports horses","male","undefined",5,4,"qPCR"
952,2015-09-10,4,1490,"undefined","female","commercial",3,1,"qPCR"
961,2015-09-15,488,1240,"undefined","male","undefined",NA,1,"qPCR"
461,2019-10-25,180,1430,"Sports horses","unreported","other",NA,1,"qPCR"
956,2015-09-14,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
1338,2016-06-13,62,1317,"UK native pony breeds","unreported","undefined",28,1,"qPCR"
951,2015-09-08,119,1473,"crossbreeds","male","commercial",4,1,"qPCR"
710,2015-04-08,54,1259,"Sports horses","male","commercial",10,1,"culture and qPCR"
695,2015-03-31,5,1447,"undefined","male","commercial",5,1,"qPCR"
735,2015-04-21,49,1190,"Sports horses","male","private",NA,1,"qPCR"
1647,2017-06-16,923,1188,"Sports horses","female","commercial",11,1,"qPCR"
1090,2015-12-11,397,1441,"crossbreeds","male","other",12,1,"qPCR"
1241,2016-03-22,61,1499,"UK native pony breeds","male","commercial",10,1,"culture"
1307,2016-05-19,178,1460,"UK native horse breeds","unreported","commercial",6,1,"qPCR"
305,2019-03-27,71,1244,"undefined","female","undefined",14,1,"qPCR"
245,2019-01-14,43,1442,"UK native pony breeds","female","undefined",NA,1,"culture and qPCR"
824,2015-06-24,492,1452,"crossbreeds","female","undefined",14,1,"qPCR"
1325,2016-06-01,28,1292,"undefined","unreported","undefined",NA,1,"qPCR"
1583,2017-10-12,114,1218,"undefined","male","undefined",NA,1,"qPCR"
662,2015-03-05,54,1259,"UK native pony breeds","female","undefined",NA,1,"culture and qPCR"
766,2015-05-08,18,1456,"UK native pony breeds","female","undefined",NA,1,"qPCR"
187,2018-11-01,109,1522,"Sports horses","male","undefined",17,4,"culture and qPCR"
770,2015-05-11,16,1385,"UK native pony breeds","male","undefined",NA,1,"qPCR"
864,2015-07-14,36,1449,"UK native pony breeds","male","other",NA,1,"qPCR"
1423,2016-08-25,99,1508,"undefined","male","undefined",7,1,"qPCR"
393,2019-08-12,33,1474,"undefined","male","undefined",30,4,"culture and qPCR"
555,2015-04-01,931,1522,"undefined","unreported","undefined",NA,1,"culture and qPCR"
877,2015-07-21,36,1449,"undefined","unreported","undefined",NA,1,"qPCR"
1451,2016-09-27,131,1436,"undefined","unreported","commercial",NA,1,"qPCR"
1617,2017-05-05,34,1466,"UK native horse breeds","female","undefined",NA,1,"qPCR"
1545,2017-02-22,114,1218,"undefined","unreported","undefined",NA,1,"qPCR"
1512,2016-12-14,898,1490,"undefined","male","undefined",NA,1,"qPCR"
1654,2017-07-04,131,1436,"undefined","unreported","commercial",NA,1,"qPCR"
214,2018-12-14,120,1238,"undefined","unreported","undefined",NA,1,"culture and qPCR"
727,2015-04-13,442,1244,"UK native horse breeds","female","commercial",1,1,"qPCR"
450,2019-10-08,175,1428,"UK native pony breeds","female","undefined",33,3,"qPCR"
816,2015-06-18,146,1188,"UK native horse breeds","female","undefined",6,1,"qPCR"
850,2015-07-07,464,1285,"undefined","unreported","commercial",NA,1,"culture and qPCR"
600,2015-02-03,345,1259,"undefined","unreported","undefined",NA,1,"qPCR"
1580,2017-03-01,132,1192,"undefined","female","undefined",NA,1,"qPCR"
13,2018-04-25,43,1442,"UK native pony breeds","male","commercial",NA,1,"culture and qPCR"
1357,2016-06-22,21,1268,"undefined","female","commercial",NA,1,"qPCR"
1246,2016-03-29,237,1285,"crossbreeds","female","undefined",7,1,"qPCR"
649,2015-03-02,881,1495,"UK native pony breeds","female","undefined",8,1,"culture and qPCR"
224,2018-12-27,5,1447,"UK native pony breeds","male","private",3,1,"qPCR"
1239,2016-03-21,48,1449,"undefined","unreported","undefined",NA,1,"culture"
958,2015-09-14,156,1311,"Sports horses","unreported","undefined",NA,1,"qPCR"
481,2019-11-19,72,1282,"undefined","male","commercial",3,1,"qPCR"
479,2019-11-25,786,1296,"UK native pony breeds","unreported","undefined",21,1,"qPCR"
830,2015-06-29,49,1190,"Sports horses","unreported","undefined",NA,1,"qPCR"
742,2015-04-28,56,1449,"undefined","unreported","commercial",NA,1,"culture and qPCR"
685,2015-03-23,522,1452,"Sports horses","male","commercial",6,1,"qPCR"
817,2015-06-19,565,1385,"undefined","male","undefined",NA,1,"qPCR"
931,2015-08-24,290,1220,"Sports horses","male","private",10,1,"culture and qPCR"
200,2018-11-26,106,1462,"Non UK native horses","female","undefined",8,5,"culture and qPCR"
1202,2016-02-22,58,1508,"UK native pony breeds","female","undefined",NA,1,"culture and qPCR"
246,2019-01-14,34,1466,"Non UK native horses","female","other",NA,1,"culture and qPCR"
1549,2017-01-17,111,1490,"Sports horses","female","undefined",1,1,"culture and qPCR"
189,2018-11-05,18,1456,"UK native pony breeds","female","private",14,1,"qPCR"
992,2015-11-30,119,1473,"undefined","unreported","private",NA,1,"culture and qPCR"
98,2018-04-28,111,1490,"UK native pony breeds","male","undefined",0.66,1,"qPCR"
1039,2015-11-02,5,1447,"crossbreeds","male","private",26,1,"qPCR"
813,2015-06-17,116,1466,"undefined","unreported","undefined",NA,1,"qPCR"
1609,2017-04-27,132,1192,"UK native pony breeds","female","other",16,1,"qPCR"
653,2015-03-03,57,1218,"undefined","unreported","undefined",NA,1,"qPCR"
190,2018-11-11,48,1449,"undefined","unreported","undefined",NA,1,"qPCR"
746,2015-04-28,71,1244,"undefined","unreported","other",5,1,"culture and qPCR"
465,2019-10-21,181,1237,"undefined","male","other",23,1,"qPCR"
632,2015-02-22,5,1447,"undefined","female","undefined",NA,1,"culture and qPCR"
1415,2016-08-22,35,1451,"undefined","male","undefined",1,1,"qPCR"
1563,2017-01-25,40,1436,"undefined","unreported","commercial",NA,1,"culture and qPCR"
1502,2016-02-06,1126,1243,"UK native pony breeds","female","undefined",4,1,"qPCR"
188,2018-11-02,141,1191,"UK native horse breeds","female","undefined",1,4,"culture and qPCR"
116,2018-06-13,18,1456,"undefined","unreported","undefined",NA,1,"culture and qPCR"
1079,2015-12-04,18,1456,"undefined","unreported","undefined",NA,1,"culture and qPCR"
111,2018-05-26,27,1428,"UK native horse breeds","female","undefined",NA,1,"culture and qPCR"
554,2015-01-13,475,1490,"Sports horses","female","undefined",22.33,1,"qPCR"
977,2015-09-28,931,1522,"undefined","unreported","other",NA,1,"culture and qPCR"
332,2019-05-23,54,1259,"UK native horse breeds","male","undefined",NA,4,"qPCR"
788,2015-06-01,237,1285,"undefined","unreported","undefined",30,1,"culture and qPCR"
220,2018-12-19,114,1218,"undefined","female","undefined",NA,1,"qPCR"
1037,2015-10-22,1038,1449,"undefined","unreported","undefined",NA,1,"qPCR"
463,2019-10-29,43,1442,"Sports horses","male","undefined",NA,1,"qPCR"
314,2019-04-15,131,1436,"Sports horses","female","commercial",NA,1,"qPCR"
1362,2016-06-24,135,1424,"Sports horses","female","undefined",NA,1,"culture and qPCR"
210,2018-12-12,99,1508,"undefined","unreported","undefined",NA,1,"qPCR"
617,2015-02-17,146,1188,"crossbreeds","unreported","undefined",4,1,"culture and qPCR"
456,2019-10-16,68,1218,"UK native horse breeds","female","undefined",NA,5,"qPCR"
1570,2017-06-13,1122,1522,"Donkey Gen","male","other",17,1,"qPCR"
405,2019-08-20,165,1485,"undefined","unreported","undefined",NA,3,"culture and qPCR"
1529,2017-01-05,27,1428,"UK native pony breeds","male","undefined",8,1,"culture and qPCR"
416,2019-08-27,77,1269,"undefined","male","undefined",NA,1,"culture and qPCR"
883,2015-07-22,32,1495,"UK native pony breeds","male","undefined",10,1,"qPCR"
690,2015-03-25,1127,1216,"undefined","female","undefined",NA,1,"qPCR"
1682,2017-10-03,910,1481,"undefined","unreported","undefined",4,1,"qPCR"
1579,2017-09-22,46,1301,"undefined","male","undefined",5,1,"qPCR"
1709,2017-12-08,925,1237,"UK native pony breeds","female","private",7,1,"qPCR"
196,2018-11-19,83,1470,"UK native horse breeds","male","undefined",5,1,"culture and qPCR"
1249,2016-03-29,1113,1449,"Sports horses","male","undefined",5,1,"culture and qPCR"
616,2015-02-15,116,1466,"undefined","male","undefined",6,1,"culture and qPCR"
1170,2016-02-01,736,1478,"Non UK native horses","male","private",2,1,"qPCR"
895,2015-07-29,65,1238,"undefined","unreported","commercial",NA,1,"qPCR"
1474,2016-10-24,451,1292,"UK native pony breeds","female","commercial",15.91,1,"qPCR"
1384,2016-07-20,505,1269,"undefined","female","undefined",NA,1,"qPCR"
