"","strangleslogid","eventdate","submittingvet_prim","nuts3gid","breedgen","sexgen","premesiscategory","age","submittinglab_prim"
"1161",407,2019-08-21,90,1453,"UK native horse breeds","male","undefined",6,4
"1162",607,2015-02-04,881,1495,"crossbreeds","female","other",20,1
"1163",933,2015-08-24,178,1460,"UK native pony breeds","male","undefined",NA,1
"1164",1187,2016-02-10,33,1474,"Sports horses","female","commercial",5,1
"1165",318,2019-04-17,118,1447,"Sports horses","female","undefined",9,5
"1166",800,2015-06-09,39,1240,"UK native pony breeds","unreported","other",NA,1
"1167",290,2019-03-03,144,1263,"crossbreeds","male","undefined",10,5
"1168",153,2018-08-06,19,1472,"undefined","male","undefined",NA,1
"1169",966,2015-09-17,106,1462,"crossbreeds","female","undefined",4,1
"1170",1281,2016-04-15,62,1317,"UK native horse breeds","male","commercial",NA,1
"1171",609,2015-02-06,123,1206,"UK native pony breeds","male","undefined",NA,1
"1172",1680,2017-09-29,40,1436,"undefined","unreported","commercial",NA,1
"1173",1372,2016-06-26,39,1240,"undefined","female","undefined",21,1
"1174",277,2019-02-20,90,1453,"UK native pony breeds","female","private",NA,1
"1175",787,2015-06-01,691,1285,"UK native pony breeds","male","private",12,1
"1176",91,2018-03-06,135,1424,"undefined","female","undefined",NA,1
"1177",939,2015-09-04,99,1508,"undefined","unreported","undefined",NA,1
"1178",1347,2016-06-16,141,1191,"undefined","female","commercial",NA,1
"1179",814,2015-06-17,116,1466,"undefined","unreported","undefined",NA,1
"1180",837,2015-07-01,81,1385,"UK native pony breeds","female","undefined",6,1
"1181",90,2018-04-19,114,1218,"crossbreeds","unreported","undefined",4,1
"1182",1354,2016-06-21,13,1317,"UK native horse breeds","female","undefined",NA,1
"1183",28,2019-02-15,117,1269,"undefined","female","undefined",NA,5
"1184",319,2019-04-18,125,1212,"undefined","unreported","undefined",11,1
"1185",1097,2015-12-21,4,1490,"undefined","unreported","commercial",NA,1
"1186",459,2019-10-24,33,1474,"crossbreeds","female","undefined",17,4
"1187",1222,2016-03-11,325,1191,"UK native horse breeds","male","commercial",8,1
"1188",1511,2016-12-12,985,1472,"UK native horse breeds","female","undefined",10,1
"1189",217,2018-12-18,147,1490,"undefined","female","undefined",NA,1
"1190",573,2015-05-18,744,1520,"UK native pony breeds","unreported","commercial",4,1
"1191",84,2018-04-03,72,1282,"Sports horses","unreported","commercial",NA,1
"1192",138,2018-07-16,48,1449,"undefined","female","undefined",NA,1
"1193",427,2019-09-10,169,1517,"Sports horses","female","undefined",NA,3
"1194",1657,2017-07-16,99,1508,"undefined","unreported","undefined",NA,1
"1195",903,2015-08-04,116,1466,"undefined","unreported","undefined",NA,1
"1196",1359,2016-06-23,475,1490,"Sports horses","male","commercial",8,1
"1197",715,2015-04-13,53,1285,"undefined","unreported","undefined",NA,1
"1198",375,2019-07-18,141,1191,"Non UK native horses","male","undefined",12,4
"1199",1412,2016-08-19,1109,1472,"Sports horses","male","undefined",9.75,1
"1200",1598,2017-03-23,104,1212,"UK native pony breeds","female","undefined",7,1
"1201",1312,2016-05-20,141,1191,"Sports horses","female","undefined",13,1
"1202",586,2015-07-08,744,1520,"UK native pony breeds","unreported","other",6,1
"1203",808,2015-06-16,470,1519,"Sports horses","male","undefined",3,1
"1204",195,2018-11-15,65,1238,"undefined","unreported","undefined",NA,4
"1205",352,2019-06-18,86,1481,"Sports horses","unreported","undefined",NA,3
"1206",213,2018-12-13,65,1238,"UK native pony breeds","unreported","undefined",22,4
"1207",1201,2016-02-22,131,1436,"undefined","unreported","undefined",NA,1
"1208",1486,2016-11-15,69,1451,"undefined","male","undefined",5,1
"1209",852,2015-07-06,43,1442,"Sports horses","female","commercial",NA,1
"1210",446,2019-09-26,131,1436,"undefined","unreported","undefined",NA,1
"1211",693,2015-03-30,475,1490,"crossbreeds","female","undefined",14,1
"1212",257,2019-01-16,74,1260,"UK native horse breeds","female","commercial",8,4
"1213",57,2018-11-26,74,1260,"Sports horses","male","undefined",7,4
"1214",1588,2017-03-09,40,1436,"Sports horses","unreported","undefined",NA,1
"1215",93,2018-04-23,111,1490,"Sports horses","male","undefined",8,1
"1216",873,2015-07-20,6,1242,"undefined","unreported","undefined",NA,1
"1217",820,2015-06-22,980,1218,"undefined","female","private",NA,1
"1218",1112,2016-01-04,435,1522,"Sports horses","unreported","undefined",4,1
"1219",472,2019-11-20,90,1453,"crossbreeds","male","undefined",10,4
"1220",950,2015-09-07,119,1473,"Sports horses","female","undefined",NA,1
"1221",1328,2016-04-03,83,1470,"UK native pony breeds","male","commercial",4,1
"1222",781,2015-05-26,19,1472,"undefined","male","undefined",4,1
"1223",898,2015-07-31,901,1481,"UK native pony breeds","female","private",11,1
"1224",1278,2016-04-12,121,1269,"undefined","unreported","undefined",NA,1
"1225",391,2019-08-08,94,1217,"UK native horse breeds","female","undefined",0.33,4
"1226",1450,2016-09-27,131,1436,"undefined","unreported","commercial",NA,1
"1227",668,2015-03-08,93,1520,"Sports horses","female","undefined",17,1
"1228",1679,2017-09-23,106,1462,"crossbreeds","female","commercial",12,1
"1229",858,2015-07-13,931,1522,"undefined","unreported","undefined",NA,1
"1230",161,2018-09-07,114,1218,"undefined","unreported","undefined",NA,1
"1231",1553,2017-01-20,148,1451,"undefined","unreported","undefined",NA,1
"1232",663,2015-03-05,116,1466,"undefined","unreported","undefined",NA,1
"1233",328,2019-05-20,32,1495,"UK native pony breeds","female","undefined",30,5
"1234",1749,2018-02-24,12,1436,"crossbreeds","female","commercial",20,1
"1235",772,2015-05-13,62,1317,"Sports horses","female","undefined",6,1
"1236",171,2018-09-30,113,1458,"undefined","unreported","undefined",NA,1
"1237",1707,2017-11-28,1118,1516,"Sports horses","male","other",10.08,1
"1238",345,2019-06-11,4,1490,"undefined","unreported","undefined",NA,1
"1239",1675,2017-09-15,652,1456,"UK native pony breeds","male","other",NA,1
"1240",1604,2017-04-04,40,1436,"undefined","male","undefined",NA,1
"1241",382,2019-07-25,7,1495,"UK native horse breeds","female","private",6.08,1
"1242",1300,2016-05-05,96,1380,"undefined","unreported","undefined",NA,1
"1243",841,2015-07-02,5,1447,"undefined","male","commercial",5,1
"1244",913,2015-08-12,116,1466,"undefined","male","undefined",NA,1
"1245",115,2018-06-08,137,1478,"Sports horses","male","private",9,1
"1246",347,2019-06-11,114,1218,"UK native horse breeds","female","undefined",6,1
"1247",1715,2017-12-22,85,1499,"UK native pony breeds","female","undefined",7,1
"1248",1066,2015-11-27,496,1478,"undefined","female","undefined",NA,1
"1249",542,2015-01-20,5,1447,"undefined","female","private",20,1
"1250",1376,2016-07-04,106,1462,"UK native horse breeds","male","commercial",0.25,1
"1251",1567,2017-02-07,131,1436,"undefined","unreported","commercial",NA,1
"1252",785,2015-05-29,6,1242,"undefined","unreported","undefined",NA,1
"1253",672,2015-03-11,744,1520,"crossbreeds","female","private",17,1
"1254",303,2019-03-26,33,1474,"Sports horses","female","undefined",9,4
"1255",1267,2016-04-06,178,1460,"UK native pony breeds","male","commercial",40,1
"1256",299,2019-03-19,61,1499,"undefined","unreported","undefined",NA,4
"1257",1261,2016-04-04,626,1194,"crossbreeds","male","commercial",10,1
"1258",1520,2016-12-20,428,1478,"Sports horses","female","private",0.66,1
"1259",1560,2017-01-25,1126,1243,"undefined","male","undefined",10.66,1
"1260",1614,2017-05-03,83,1470,"crossbreeds","female","undefined",NA,1
"1261",1643,2017-06-01,96,1380,"UK native pony breeds","female","undefined",NA,1
"1262",1350,2016-06-18,21,1268,"Non UK native horses","male","commercial",9,1
"1263",154,2018-08-14,93,1520,"Non UK native horses","female","commercial",6,1
"1264",1074,2015-12-04,1112,1522,"undefined","unreported","commercial",NA,1
"1265",37,2019-04-17,49,1190,"Sports horses","male","undefined",14,5
"1266",1656,2017-07-10,18,1456,"UK native pony breeds","unreported","private",1,1
"1267",356,2019-06-20,84,1471,"UK native pony breeds","female","undefined",11,3
"1268",670,2015-03-09,116,1466,"undefined","unreported","undefined",NA,1
"1269",1460,2016-10-11,369,1451,"crossbreeds","unreported","undefined",7,1
"1270",173,2018-10-09,41,1234,"crossbreeds","female","undefined",1.25,5
"1271",96,2018-04-25,111,1490,"UK native pony breeds","male","undefined",5,1
"1272",1652,2017-07-04,83,1470,"UK native horse breeds","male","undefined",NA,1
"1273",329,2019-05-22,65,1238,"undefined","male","undefined",5,4
"1274",1306,2016-05-16,131,1436,"UK native pony breeds","unreported","commercial",10,1
"1275",469,2019-10-25,185,1461,"UK native horse breeds","male","other",10,1
"1276",464,2019-10-30,99,1508,"undefined","unreported","undefined",NA,1
"1277",177,2018-10-17,64,1463,"crossbreeds","male","undefined",6,5
"1278",937,2015-09-02,187,1190,"UK native pony breeds","male","other",NA,1
"1279",1758,2018-03-07,131,1436,"undefined","unreported","undefined",NA,1
"1280",1030,2015-10-19,931,1522,"undefined","unreported","other",NA,1
"1281",1683,2017-10-11,39,1240,"UK native pony breeds","unreported","private",11,1
"1282",241,2019-01-11,30,1385,"undefined","unreported","undefined",NA,4
"1283",689,2015-03-26,146,1188,"UK native pony breeds","female","commercial",5,1
"1284",167,2018-09-16,146,1188,"Sports horses","female","undefined",4,5
"1285",889,2015-07-22,931,1522,"undefined","unreported","undefined",NA,1
"1286",1206,2016-02-28,99,1508,"undefined","unreported","undefined",NA,1
"1287",1042,2015-11-04,65,1238,"UK native pony breeds","male","commercial",1,1
"1288",946,2015-09-07,24,1260,"undefined","unreported","private",NA,1
"1289",1155,2016-01-19,116,1466,"UK native horse breeds","female","undefined",NA,1
"1290",1768,2018-03-16,96,1380,"UK native pony breeds","male","undefined",NA,1
"1291",179,2018-10-22,85,1499,"undefined","unreported","undefined",20,5
"1292",411,2019-08-23,157,1380,"undefined","unreported","undefined",NA,4
"1293",1453,2016-09-30,71,1244,"UK native pony breeds","unreported","commercial",7,1
"1294",1479,2016-11-03,73,1463,"UK native pony breeds","male","undefined",25,1
"1295",749,2015-04-28,42,1284,"Sports horses","unreported","undefined",6,1
"1296",100,2018-05-01,20,1294,"undefined","unreported","undefined",NA,1
"1297",1551,2017-01-18,20,1294,"UK native horse breeds","female","undefined",6,1
"1298",1083,2015-12-08,111,1490,"crossbreeds","female","undefined",7,1
"1299",270,2019-02-12,4,1490,"undefined","unreported","undefined",18,1
"1300",1765,2018-03-08,111,1490,"UK native pony breeds","female","commercial",1,1
"1301",1182,2016-02-08,488,1240,"undefined","female","undefined",NA,1
"1302",765,2015-05-11,74,1260,"crossbreeds","male","commercial",22,1
"1303",818,2015-06-19,124,1260,"Sports horses","female","commercial",NA,1
"1304",250,2019-01-15,54,1259,"undefined","unreported","undefined",NA,4
"1305",1185,2016-02-10,629,1495,"Sports horses","male","commercial",3,1
"1306",953,2015-09-10,119,1473,"Sports horses","unreported","undefined",7,1
"1307",980,2015-09-30,159,1380,"UK native pony breeds","female","commercial",7,1
"1308",1748,2018-02-26,108,1292,"Sports horses","male","undefined",10,1
"1309",1676,2017-09-21,5,1447,"undefined","unreported","undefined",10,1
"1310",381,2019-07-24,138,1380,"undefined","unreported","other",NA,1
"1311",1181,2016-02-08,113,1458,"undefined","unreported","undefined",NA,1
"1312",1449,2016-09-27,451,1292,"UK native pony breeds","unreported","undefined",15.83,1
"1313",1279,2016-04-15,881,1495,"UK native pony breeds","male","commercial",18,1
"1314",242,2019-01-11,30,1385,"undefined","unreported","undefined",NA,4
"1315",102,2018-05-03,69,1451,"UK native pony breeds","unreported","undefined",8,1
"1316",1075,2015-12-04,1112,1522,"undefined","unreported","commercial",NA,1
"1317",151,2018-08-01,8,1260,"Non UK native horses","female","commercial",18,1
"1318",948,2015-09-07,135,1424,"undefined","female","commercial",NA,1
"1319",243,2019-01-11,125,1212,"undefined","male","undefined",NA,1
"1320",1742,2018-02-15,83,1470,"UK native horse breeds","male","commercial",6,1
"1321",1638,2017-05-18,28,1292,"undefined","unreported","commercial",NA,1
"1322",117,2018-06-14,73,1463,"Non UK native horses","male","undefined",10,1
"1323",341,2019-06-01,52,1449,"undefined","female","undefined",NA,2
"1324",106,2018-05-15,20,1294,"undefined","unreported","undefined",NA,1
"1325",595,2015-02-03,345,1259,"undefined","unreported","undefined",NA,1
"1326",721,2015-04-14,87,1187,"UK native pony breeds","male","undefined",8,1
"1327",390,2019-08-08,54,1259,"UK native horse breeds","female","undefined",3,4
"1328",731,2015-04-21,6,1242,"undefined","unreported","undefined",NA,1
"1329",1132,2016-01-04,79,1449,"Sports horses","male","undefined",6,1
"1330",1734,2018-01-31,24,1260,"crossbreeds","male","undefined",16.5,1
"1331",1387,2016-07-25,61,1499,"Sports horses","male","undefined",10.16,1
"1332",95,2018-04-25,149,1465,"UK native horse breeds","male","other",18,1
"1333",1259,2016-04-04,159,1380,"UK native horse breeds","male","undefined",10,1
"1334",366,2019-07-04,14,1206,"undefined","male","undefined",NA,1
"1335",1431,2016-09-06,215,1294,"UK native horse breeds","unreported","undefined",6,1
"1336",59,2019-02-25,118,1447,"crossbreeds","male","undefined",4,5
"1337",1411,2016-08-18,53,1285,"UK native horse breeds","female","commercial",9,1
"1338",1118,2016-01-02,106,1462,"Sports horses","male","commercial",6,1
"1339",1702,2017-11-20,900,1470,"undefined","unreported","undefined",NA,1
"1340",335,2019-05-24,114,1218,"undefined","unreported","undefined",NA,4
"1341",1140,2016-01-13,96,1380,"UK native pony breeds","unreported","undefined",5,1
"1342",753,2015-05-01,346,1462,"undefined","unreported","undefined",NA,1
"1343",1105,2015-12-29,250,1219,"crossbreeds","female","private",1.5,1
"1344",1393,2016-07-26,67,1267,"undefined","male","undefined",NA,1
"1345",191,2018-11-12,37,1190,"UK native pony breeds","female","undefined",5,5
"1346",360,2019-06-27,34,1466,"undefined","male","undefined",NA,3
"1347",1686,2017-10-12,40,1436,"Sports horses","male","commercial",6,1
"1348",112,2018-05-30,20,1294,"Sports horses","male","undefined",6,1
"1349",705,2015-04-07,18,1456,"undefined","unreported","undefined",NA,1
"1350",1476,2016-10-25,18,1456,"undefined","unreported","undefined",NA,1
"1351",866,2015-07-15,36,1449,"undefined","unreported","undefined",NA,1
"1352",1651,2017-06-29,131,1436,"Sports horses","unreported","undefined",NA,1
"1353",362,2019-06-28,84,1471,"Sports horses","male","undefined",4,3
"1354",1269,2016-04-07,1110,1522,"undefined","unreported","undefined",9,1
"1355",763,2015-05-08,448,1485,"undefined","male","private",8,1
"1356",1219,2016-03-08,121,1269,"undefined","male","undefined",NA,1
"1357",307,2019-03-27,114,1218,"UK native horse breeds","female","undefined",6,1
"1358",289,2019-03-01,114,1218,"undefined","female","undefined",NA,1
"1359",1523,2017-01-03,924,1495,"undefined","female","other",1.5,1
"1360",1528,2017-01-05,94,1217,"Sports horses","unreported","commercial",5,1
"1361",385,2019-07-29,117,1269,"undefined","female","undefined",9,5
"1362",1586,2017-03-06,116,1466,"undefined","unreported","undefined",NA,1
"1363",312,2019-04-12,132,1192,"undefined","male","undefined",15,1
"1364",175,2018-10-10,129,1447,"UK native horse breeds","female","undefined",3,1
"1365",604,2015-02-03,345,1259,"undefined","unreported","undefined",NA,1
"1366",648,2015-02-27,18,1456,"undefined","unreported","commercial",NA,1
"1367",1298,2016-05-03,704,1454,"UK native horse breeds","unreported","undefined",7,1
"1368",166,2018-09-12,5,1447,"undefined","male","undefined",NA,1
"1369",49,2018-04-23,24,1260,"Non UK native horses","female","other",6,1
"1370",1434,2016-09-21,101,1196,"Sports horses","female","other",6,1
"1371",1067,2015-11-30,470,1519,"UK native pony breeds","male","commercial",0.5,1
"1372",248,2019-01-14,114,1218,"Sports horses","female","undefined",10,1
"1373",896,2015-07-30,845,1440,"Sports horses","male","undefined",NA,1
"1374",1535,2017-01-10,721,1218,"Sports horses","unreported","commercial",1,1
"1375",1095,2015-12-16,1117,1472,"undefined","unreported","undefined",6,1
"1376",119,2018-06-19,53,1285,"undefined","unreported","private",NA,1
"1377",426,2019-09-09,156,1311,"crossbreeds","female","undefined",6,3
"1378",893,2015-07-27,48,1449,"undefined","unreported","undefined",NA,1
"1379",1360,2016-06-21,43,1442,"UK native horse breeds","female","undefined",NA,1
"1380",1439,2016-09-23,79,1449,"undefined","unreported","undefined",NA,1
"1381",1482,2016-11-10,5,1447,"undefined","male","commercial",14,1
"1382",605,2015-08-28,1115,1522,"Sports horses","unreported","commercial",7,1
"1383",1258,2016-04-04,159,1380,"Sports horses","male","other",2,1
"1384",155,2018-08-15,96,1380,"undefined","unreported","commercial",NA,1
"1385",132,2018-07-12,39,1240,"undefined","female","undefined",24,1
"1386",1459,2016-10-07,1108,1284,"crossbreeds","male","commercial",5,1
"1387",1374,2016-07-01,475,1490,"UK native horse breeds","male","commercial",4,1
"1388",1427,2016-08-30,823,1470,"undefined","male","commercial",NA,1
"1389",650,2015-03-27,90,1453,"UK native pony breeds","female","commercial",8,1
"1390",1289,2016-04-25,42,1284,"undefined","unreported","commercial",7,1
"1391",276,2019-02-19,92,1285,"crossbreeds","female","undefined",7,1
"1392",1302,2016-05-09,46,1301,"UK native horse breeds","male","commercial",6,1
"1393",20,2018-12-17,133,1499,"crossbreeds","unreported","other",10,1
"1394",1435,2016-09-21,2,1262,"crossbreeds","male","private",1,1
"1395",23,2019-01-08,10,1212,"UK native pony breeds","male","undefined",7,4
"1396",1516,2016-12-15,85,1499,"crossbreeds","male","commercial",1,1
"1397",1463,2016-10-14,843,1218,"UK native horse breeds","female","other",10,1
"1398",476,2019-11-18,188,1216,"UK native pony breeds","unreported","undefined",0.5,1
"1399",1775,2018-03-26,505,1269,"Non UK native horses","male","undefined",12.08,1
"1400",22,2019-02-18,130,1447,"Sports horses","unreported","undefined",11.08,1
"1401",201,2018-11-26,157,1380,"UK native horse breeds","female","undefined",6,4
"1402",552,2015-01-12,591,1297,"UK native horse breeds","male","undefined",0.5,1
"1403",3,2018-08-17,98,1440,"UK native horse breeds","female","undefined",4.5,1
"1404",975,2015-09-28,116,1466,"undefined","unreported","undefined",NA,1
"1405",1456,2016-10-04,71,1244,"Sports horses","female","undefined",5,1
"1406",752,2015-05-01,1121,1447,"UK native horse breeds","male","undefined",7,1
"1407",908,2015-08-06,187,1190,"undefined","male","private",5,1
"1408",313,2019-04-15,131,1436,"Sports horses","male","commercial",NA,1
"1409",369,2019-07-12,66,1218,"UK native pony breeds","female","undefined",10,4
"1410",1492,2016-11-21,799,1428,"UK native pony breeds","female","other",NA,1
"1411",783,2015-05-27,175,1428,"crossbreeds","female","commercial",6,1
"1412",1180,2016-02-05,124,1260,"undefined","male","undefined",31,1
"1413",1190,2016-02-13,65,1238,"UK native horse breeds","unreported","commercial",NA,1
"1414",900,2015-08-04,6,1242,"undefined","unreported","undefined",NA,1
"1415",1724,2018-01-25,591,1297,"undefined","unreported","undefined",NA,1
"1416",282,2019-02-28,139,1187,"undefined","male","private",2,1
"1417",244,2019-01-12,43,1442,"undefined","male","undefined",4,1
"1418",744,2015-04-29,486,1436,"UK native horse breeds","male","undefined",11,1
"1419",170,2018-09-25,139,1187,"Sports horses","female","undefined",5,1
"1420",1198,2016-02-22,135,1424,"undefined","male","commercial",2,1
"1421",280,2019-02-25,16,1385,"undefined","female","undefined",NA,4
"1422",76,2019-02-28,117,1269,"Sports horses","male","undefined",16,5
"1423",768,2015-05-12,42,1284,"undefined","unreported","undefined",NA,1
"1424",698,2015-04-01,4,1490,"undefined","female","commercial",10,1
"1425",1672,2017-09-04,335,1508,"UK native pony breeds","female","commercial",NA,1
"1426",1864,2019-08-01,149,1465,"UK native pony breeds","female","undefined",12,1
"1427",168,2018-09-19,114,1218,"UK native pony breeds","male","undefined",6,1
"1428",1186,2016-02-10,1124,1458,"UK native horse breeds","female","commercial",7,1
"1429",1655,2017-07-03,810,1495,"UK native pony breeds","male","private",3,1
"1430",782,2015-05-26,591,1297,"UK native pony breeds","female","undefined",4,1
"1431",1000,2015-12-07,4,1490,"undefined","unreported","commercial",NA,1
"1432",1143,2016-01-15,1115,1522,"UK native pony breeds","female","commercial",NA,1
"1433",881,2015-07-21,36,1449,"undefined","unreported","undefined",NA,1
"1434",1615,2017-05-03,645,1516,"UK native pony breeds","unreported","undefined",5,1
"1435",1033,2015-10-19,254,1442,"Sports horses","male","undefined",9,1
"1436",1049,2015-11-10,470,1519,"crossbreeds","male","undefined",5,1
"1437",1747,2018-02-24,114,1218,"undefined","unreported","undefined",NA,1
"1438",923,2015-08-19,159,1380,"undefined","unreported","undefined",NA,1
"1439",633,2015-02-23,1111,1450,"UK native pony breeds","unreported","undefined",12,1
"1440",1639,2017-05-18,757,1428,"undefined","female","undefined",NA,1
"1441",909,2015-08-10,74,1260,"Sports horses","female","undefined",NA,1
"1442",1283,2016-04-18,793,1269,"Sports horses","female","undefined",12,1
"1443",296,2019-03-15,34,1466,"Non UK native horses","male","other",27,1
"1444",150,2018-07-27,149,1465,"undefined","unreported","commercial",NA,1
"1445",1329,2016-06-04,13,1317,"UK native pony breeds","female","commercial",11,1
"1446",576,2015-01-22,104,1212,"undefined","male","commercial",NA,1
"1447",1290,2016-04-25,96,1380,"Sports horses","male","undefined",3,1
"1448",1406,2016-08-17,36,1449,"UK native horse breeds","male","commercial",4,1
"1449",1244,2016-03-22,156,1311,"Sports horses","male","undefined",6,1
"1450",226,2018-12-27,114,1218,"undefined","male","undefined",14,1
"1451",1068,2015-11-30,58,1508,"UK native horse breeds","male","commercial",4,1
"1452",1444,2016-09-19,20,1294,"undefined","unreported","undefined",NA,1
"1453",400,2019-08-19,164,1523,"UK native horse breeds","unreported","other",18,1
"1454",1020,2015-10-08,823,1470,"undefined","female","undefined",NA,1
"1455",709,2015-04-09,99,1508,"undefined","unreported","undefined",NA,1
"1456",626,2015-02-20,90,1453,"undefined","female","commercial",6,1
"1457",583,2015-01-27,140,1292,"undefined","unreported","undefined",NA,1
"1458",101,2018-05-01,20,1294,"undefined","unreported","undefined",NA,1
"1459",1323,2016-05-31,94,1217,"crossbreeds","female","undefined",20,1
"1460",700,2015-03-31,54,1259,"undefined","male","undefined",5,1
"1461",353,2019-06-19,116,1466,"undefined","unreported","undefined",NA,1
"1462",1648,2017-06-21,862,1501,"Sports horses","male","commercial",12,1
"1463",1761,2018-03-07,2,1262,"crossbreeds","female","commercial",4,1
"1464",1245,2016-03-23,181,1237,"Sports horses","female","undefined",NA,1
"1465",894,2015-07-28,845,1440,"Sports horses","female","undefined",4,1
"1466",761,2015-05-07,57,1218,"undefined","unreported","undefined",NA,1
"1467",1231,2016-03-16,346,1462,"undefined","unreported","undefined",NA,1
"1468",413,2019-08-27,119,1473,"UK native horse breeds","male","commercial",11,1
"1469",269,2019-02-11,16,1385,"crossbreeds","female","undefined",12,4
"1470",1210,2016-02-25,246,1436,"UK native pony breeds","female","commercial",5,1
"1471",181,2018-10-24,142,1219,"Sports horses","female","undefined",18,5
"1472",795,2015-06-05,346,1462,"undefined","unreported","commercial",NA,1
"1473",11,2018-09-08,55,1301,"UK native pony breeds","female","undefined",24,5
"1474",1616,2017-05-05,67,1267,"undefined","male","undefined",NA,1
"1475",1499,2016-11-28,102,1503,"Sports horses","male","undefined",9,1
"1476",1730,2018-01-23,231,1495,"undefined","male","undefined",NA,1
"1477",1093,2015-12-15,63,1481,"undefined","unreported","undefined",3,1
"1478",724,2015-04-15,115,1219,"Non UK native horses","female","undefined",6,1
"1479",1054,2015-11-16,37,1190,"Sports horses","unreported","other",17,1
"1480",1379,2016-07-11,37,1190,"undefined","unreported","undefined",5,1
"1481",263,2019-01-29,30,1385,"UK native pony breeds","male","undefined",NA,4
"1482",657,2015-03-03,818,1284,"undefined","male","undefined",6,1
"1483",1744,2018-02-21,111,1490,"UK native horse breeds","male","undefined",12,1
"1484",1704,2017-11-20,86,1481,"undefined","unreported","undefined",NA,1
"1485",50,2019-04-11,143,1190,"undefined","female","commercial",9.75,1
"1486",265,2019-01-31,40,1436,"undefined","unreported","undefined",NA,1
"1487",694,2015-03-30,28,1292,"UK native pony breeds","male","undefined",7,1
"1488",1470,2016-10-19,6,1242,"undefined","female","undefined",NA,1
"1489",1310,2016-05-23,704,1454,"UK native horse breeds","male","undefined",7,1
"1490",1119,2015-12-14,125,1212,"Sports horses","female","commercial",10,1
"1491",577,2015-01-23,45,1188,"UK native pony breeds","male","private",5,1
"1492",1666,2017-08-02,137,1478,"undefined","female","undefined",6,1
"1493",1050,2015-11-12,1127,1216,"undefined","unreported","undefined",NA,1
"1494",1596,2017-03-22,93,1520,"UK native pony breeds","unreported","undefined",NA,1
"1495",417,2019-08-27,145,1282,"undefined","unreported","commercial",6,1
"1496",458,2019-10-14,73,1463,"UK native pony breeds","female","undefined",22,1
"1497",1390,2016-07-25,36,1449,"undefined","female","commercial",21,1
"1498",1051,2015-11-12,369,1451,"UK native pony breeds","female","undefined",9,1
"1499",199,2018-11-22,121,1269,"undefined","unreported","undefined",NA,1
"1500",645,2015-02-26,116,1466,"UK native horse breeds","unreported","undefined",NA,1
"1501",968,2015-09-18,5,1447,"undefined","unreported","undefined",NA,1
"1502",1188,2016-02-11,268,1429,"crossbreeds","female","undefined",8,1
"1503",1711,2017-12-14,231,1495,"crossbreeds","male","commercial",10,1
"1504",1334,2016-06-10,131,1436,"undefined","unreported","undefined",NA,1
"1505",891,2015-07-23,116,1466,"undefined","unreported","undefined",NA,1
"1506",856,2015-07-10,970,1485,"UK native pony breeds","unreported","undefined",NA,1
"1507",1179,2016-02-05,5,1447,"undefined","male","commercial",3,1
"1508",422,2019-09-07,167,1449,"Sports horses","female","undefined",12,4
"1509",1571,2017-02-13,83,1470,"UK native horse breeds","female","undefined",8,1
"1510",1378,2016-07-11,823,1470,"crossbreeds","male","commercial",19,1
"1511",550,2015-01-09,81,1385,"UK native pony breeds","female","commercial",5,1
"1512",467,2019-10-21,115,1219,"UK native horse breeds","female","undefined",NA,5
"1513",1645,2017-06-01,1119,1525,"UK native pony breeds","female","other",19.16,1
"1514",261,2019-01-25,28,1292,"Sports horses","male","commercial",NA,1
"1515",392,2019-08-12,114,1218,"Sports horses","male","undefined",5,4
"1516",952,2015-09-10,4,1490,"undefined","female","commercial",3,1
"1517",961,2015-09-15,488,1240,"undefined","male","undefined",NA,1
"1518",461,2019-10-25,180,1430,"Sports horses","unreported","other",NA,1
"1519",956,2015-09-14,99,1508,"undefined","unreported","undefined",NA,1
"1520",1338,2016-06-13,62,1317,"UK native pony breeds","unreported","undefined",28,1
"1521",951,2015-09-08,119,1473,"crossbreeds","male","commercial",4,1
"1522",710,2015-04-08,54,1259,"Sports horses","male","commercial",10,1
"1523",695,2015-03-31,5,1447,"undefined","male","commercial",5,1
"1524",735,2015-04-21,49,1190,"Sports horses","male","private",NA,1
"1525",1647,2017-06-16,923,1188,"Sports horses","female","commercial",11,1
"1526",1090,2015-12-11,397,1441,"crossbreeds","male","other",12,1
"1527",1241,2016-03-22,61,1499,"UK native pony breeds","male","commercial",10,1
"1528",1307,2016-05-19,178,1460,"UK native horse breeds","unreported","commercial",6,1
"1529",305,2019-03-27,71,1244,"undefined","female","undefined",14,1
"1530",245,2019-01-14,43,1442,"UK native pony breeds","female","undefined",NA,1
"1531",824,2015-06-24,492,1452,"crossbreeds","female","undefined",14,1
"1532",1325,2016-06-01,28,1292,"undefined","unreported","undefined",NA,1
"1533",1583,2017-10-12,114,1218,"undefined","male","undefined",NA,1
"1534",662,2015-03-05,54,1259,"UK native pony breeds","female","undefined",NA,1
"1535",766,2015-05-08,18,1456,"UK native pony breeds","female","undefined",NA,1
"1536",187,2018-11-01,109,1522,"Sports horses","male","undefined",17,4
"1537",770,2015-05-11,16,1385,"UK native pony breeds","male","undefined",NA,1
"1538",864,2015-07-14,36,1449,"UK native pony breeds","male","other",NA,1
"1539",1423,2016-08-25,99,1508,"undefined","male","undefined",7,1
"1540",393,2019-08-12,33,1474,"undefined","male","undefined",30,4
